health_plan_id,month_date,total_eligible_members,avg_member_age,medicare_aged_members,utilizing_members,total_claims,total_unique_drugs,total_days_supply,total_quantity,total_drug_spend,plan_paid_amount,patient_paid_amount,utilization_rate,pmpm_total_spend,new_members,termed_members,male_members,female_members,pediatric_members,adult_members,unique_zip_codes,total_approved_ingredient_cost,total_calculated_ingredient_cost,total_payable_ingredient_cost,total_submitted_ingredient_cost,total_awp_cost,total_submitted_fee,total_acquisition_cost,total_approved_fee,total_calculated_fee,total_pmpm_all_months,rolling_3month_spend,rolling_3month_pmpm,prior_year_spend,prior_year_utilizing_members,mom_spend_change,mom_membership_change_pct
110_1100002_1641810583,2024-02-01,457,33,11,86,163,162,6485,12922.55,23303.19,12185.24,11117.95,0.19,50.99,5,12,180,277,114,332,42,23072.24,23072.24,23072.24,60997.59,59724.53,-3623.67,23922.59,130.95,130.95,62.53,25930.5,58.48,9994.4,73,1667.15,-0.4
110_1100002_1641810583,2024-03-01,452,33,10,83,150,149,6637,7603.6,34008.45,21771.58,12236.87,0.18,75.24,7,6,177,275,113,329,41,33811.1,33811.1,33811.1,61233.44,61219.66,-2245.83,35194.69,117.35,117.35,62.53,26315.89,57.79,13279.61,81,10705.26,-1.1
110_1100002_1641810583,2024-04-01,461,33,10,82,152,149,7380,8120.1,30719.52,23760.79,6958.73,0.18,66.64,12,4,184,277,116,335,42,30603.37,30603.37,30603.37,64305.15,64242.78,-3563.24,33022.66,96.15,96.15,62.53,29343.72,64.29,20690.52,71,-3288.93,2
110_1100002_1641810583,2024-05-01,470,33,10,100,172,169,6708,12878.8,37363.18,29956.03,7407.15,0.21,79.5,13,7,187,283,119,341,42,37202.73,37202.73,37202.73,77501.46,76420.68,-2410.94,38070.54,120.45,120.45,62.53,34030.38,73.79,19482.3,86,6643.66,2
110_1100002_1641810583,2024-06-01,468,33,9,87,149,148,6707,11959.7,30222.13,26703.84,3518.29,0.19,64.58,5,8,190,278,117,342,42,30059.48,30059.48,30059.48,58385.71,58360.36,-2833.54,31665.88,102.65,102.65,62.53,32768.28,70.24,28745.56,76,-7141.05,-0.4
110_1100002_1641810583,2024-07-01,469,33,8,87,158,155,7082,8775.7,25294.35,22409.27,2885.08,0.19,53.93,9,7,188,281,118,343,43,25159.15,25159.15,25159.15,51445.78,51391.3,-4549.91,26154.66,115.2,115.2,62.53,30959.89,66,26478.11,71,-4927.78,0.2
110_1100002_1641810583,2024-08-01,467,33,10,93,175,171,8697,10075.6,51743.15,48661.23,3081.92,0.2,110.8,5,10,185,282,119,338,43,51614.1,51614.1,51614.1,100966.53,99672.53,-6769.06,53678.52,109.05,109.05,62.53,35753.21,76.44,28747.01,84,26448.8,-0.4
110_1100002_1641810583,2024-09-01,458,33,10,70,143,142,5842,7853.4,28338.54,26608.54,1730,0.15,61.87,1,17,182,276,114,334,43,28091.44,28091.44,28091.44,55317.71,55264.42,-3262.48,29916.33,108.1,108.1,62.53,35125.35,75.53,38598.55,74,-23404.61,-1.9
110_1100002_1641810583,2024-10-01,442,33,11,89,171,169,7547,16871.5,28057.32,25690.97,2366.35,0.2,63.48,1,15,175,267,105,326,42,27593.47,27593.47,27593.47,60606.45,60541.21,-5957.83,28981.33,111.85,111.85,62.53,36046.34,78.72,30496.78,75,-281.22,-3.5
110_1100002_1641810583,2024-11-01,430,34,11,84,157,152,7489,9469.8,24516.47,21554.18,2962.29,0.2,57.02,2,5,171,259,101,318,41,24320.07,24320.07,24320.07,57907.76,57772.53,-9339.29,25638.68,99.4,99.4,62.53,26970.78,60.79,31617.55,93,-3540.85,-2.7
110_1100002_1641810583,2024-12-01,427,34,11,79,144,142,5814,7320,30012.13,28741.33,1270.8,0.19,70.29,2,10,170,257,100,316,41,29729.93,29729.93,29729.93,57048.66,56872.25,-2946.36,31573.8,104.2,104.2,62.53,27528.64,63.6,32852.26,75,5495.66,-0.7
110_1100005_1641810452,2023-01-01,1137,30,24,269,604,595,22243,30733.7,59548.41,45111.55,14436.86,0.24,52.37,62,49,520,617,345,768,64,58635.91,58600.85,58635.91,175109.05,173842.97,-9273.37,74587.91,715.5,708.5,61.3,59548.41,52.37,0,0,0,0
110_1100005_1641810452,2023-02-01,1106,30,24,245,483,477,18341,25925.8,30373.51,21532.49,8841.02,0.22,27.46,16,15,502,604,329,753,64,29839.96,29740.96,29839.96,125556.61,123992.85,-10626.11,43325.52,513.55,506.55,61.3,44960.96,39.92,0,0,-29174.9,-2.7
110_1100005_1641810452,2023-03-01,1118,30,22,270,565,547,20839,31872.5,59323.27,47499.38,11823.89,0.24,53.06,26,10,512,606,330,766,63,58662.42,58564.42,58662.42,172509.06,171005.18,-7574.85,73779.88,601.85,587.85,61.3,49748.4,44.3,0,0,28949.76,1.1
110_1100005_1641810452,2023-04-01,1136,30,22,246,495,488,17779,24677.9,33372.37,23771.97,9600.4,0.22,29.38,27,13,523,613,334,780,64,32816.67,32816.67,32816.67,122649.5,121294.15,-7824.29,46588.83,555.7,555.7,61.3,41023.05,36.63,0,0,-25950.9,1.6
110_1100005_1641810452,2023-05-01,1141,30,22,279,608,587,22349,30889.5,55942.67,45265.27,10677.4,0.24,49.03,17,18,526,615,339,780,64,55211.57,55211.57,55211.57,183390.79,181988.68,-8114.58,77215.16,671.1,671.1,61.3,49546.1,43.82,0,0,22570.3,0.4
110_1100005_1641810452,2023-06-01,1140,30,22,242,491,484,20875,28324.72,59677.95,49251.67,10426.28,0.21,52.35,14,16,527,613,337,781,63,59167.2,59167.2,59167.2,174294.8,173350.31,-6966.01,76304.25,510.75,510.75,61.3,49664.33,43.59,0,0,3735.28,-0.1
110_1100005_1641810452,2023-07-01,1146,30,22,268,530,518,20923,29485.9,76362.66,60746.89,15615.77,0.23,66.63,20,38,527,619,336,788,66,75784.01,75784.01,75784.01,215934.34,196694.03,-7231.78,97912.63,578.65,578.65,61.3,63994.43,56,0,0,16684.71,0.5
110_1100005_1641810452,2023-08-01,1120,31,22,279,568,549,21736,30167.7,76067.26,63411.38,12655.88,0.25,67.92,9,37,514,606,330,768,67,75380.41,75380.41,75380.41,238697.17,219307.3,-2934.47,99502.83,648.85,648.85,61.3,70702.62,62.3,0,0,-295.4,-2.3
110_1100005_1641810452,2023-09-01,1092,31,22,260,511,503,19372,28803.22,61203.03,50494.73,10708.3,0.24,56.05,9,26,499,593,321,749,66,60206.12,60206.12,60206.12,181302.49,179107.48,-7085.76,76209.83,627.45,627.45,61.3,71210.98,63.53,0,0,-14864.23,-2.5
110_1100005_1641810452,2023-10-01,1081,31,22,296,593,584,21534,28921.4,70103.24,60204.53,9898.71,0.27,64.85,12,37,497,584,310,749,66,68676.54,68576.56,68676.54,189053.97,187349.03,-6038.28,86031.84,743.7,729.7,61.3,69124.51,62.94,0,0,8900.21,-1
110_1100005_1641810452,2023-11-01,1054,31,23,267,584,566,21890,30331.9,77558.28,66716.82,10841.46,0.25,73.58,6,18,481,573,299,732,64,76205.23,76155.24,76205.23,215890.63,214144.87,-6816.53,99318.32,689.05,682.05,61.3,69621.52,64.83,0,0,7455.04,-2.5
110_1100005_1641810452,2023-12-01,1058,31,22,291,603,588,21129,30905.1,66740.36,58046.88,8693.48,0.28,63.08,20,34,485,573,300,736,64,65495.76,65495.76,65495.76,197363.18,196426,-11691.45,86008.75,712.6,712.6,61.3,71467.29,67.17,0,0,-10817.92,0.4
110_1100005_1641810452,2024-01-01,1103,31,23,298,586,568,22942,31504.4,82361.45,64486.4,17875.05,0.27,74.67,75,22,506,597,300,780,66,81549.5,81549.5,81549.5,245215.58,224120.97,-12373.5,97559.46,692.95,692.95,61.3,75553.36,70.44,59548.41,269,15621.09,4.3
110_1100005_1641810452,2024-02-01,1097,31,22,271,571,563,20042,31980.3,64153.44,49494.09,14659.35,0.25,58.48,16,15,506,591,300,775,64,63414.89,63379.89,63414.89,200990.23,200021.74,-9176.37,81301.27,679.55,672.55,61.3,71085.08,65.41,30373.51,245,-18208.01,-0.5
110_1100005_1641810452,2024-03-01,1125,31,23,298,622,607,23820,34044.2,77052.75,59314.78,17737.97,0.26,68.49,42,21,517,608,318,784,65,76235.55,76086.57,76235.55,226375.41,224201.42,-13508.54,97992.59,718.2,697.2,61.3,74522.55,67.21,59323.27,270,12899.31,2.6
110_1100005_1641810452,2024-04-01,1137,31,22,303,585,571,24016,34432.68,72582.71,56914.57,15668.14,0.27,63.84,32,17,525,612,323,792,65,71919.46,71870.46,71919.46,217387.52,215855.6,-11190.87,92426.64,663.25,656.25,61.3,71262.97,63.6,33372.37,246,-4470.04,1.1
110_1100005_1641810452,2024-05-01,1127,31,22,302,609,594,22532,31085.38,76893.72,62473.16,14420.56,0.27,68.23,6,17,521,606,323,782,63,76148.87,76041.68,76148.87,229579.97,227866.14,-7204.94,101154.31,744.85,730.85,61.3,75509.73,66.85,55942.67,279,4311.01,-0.9
110_1100005_1641810452,2024-06-01,1134,31,22,270,552,543,23481,29846.7,90921.96,73973.53,16948.43,0.24,80.18,19,38,518,616,320,792,65,90299.81,90250.81,90299.81,257406.93,235669.7,-10138.76,112842.56,582.15,575.15,61.3,80132.8,70.75,59677.95,242,14028.24,0.6
110_1100005_1641810452,2024-07-01,1129,31,23,294,601,580,25274,35229.1,70427.27,57634.54,12792.73,0.26,62.38,27,18,513,616,314,792,64,69683.22,69683.22,69683.22,205183.43,203122.17,-13035.5,88397.55,724.05,724.05,61.3,79414.32,70.26,76362.66,268,-20494.69,-0.4
110_1100005_1641810452,2024-08-01,1127,31,20,262,522,509,21299,28892.6,59172.58,49942.63,9229.95,0.23,52.5,11,18,511,616,321,786,65,58394.28,58344.29,58394.28,173966.9,172403.43,-6743.56,79638.53,640.3,633.3,61.3,73507.27,65.02,76067.26,279,-11254.69,-0.2
110_1100005_1641810452,2024-09-01,1132,31,20,284,592,577,24056,31988.98,89111.08,76227.78,12883.3,0.25,78.72,16,9,514,618,321,791,69,87643.28,87643.28,87643.28,235993.35,233626.47,-5408.32,109953.23,700.8,700.8,61.3,72903.64,64.53,61203.03,260,29938.5,0.4
110_1100005_1641810452,2024-10-01,1140,31,20,308,605,591,24404,35793,79774,70662.58,9111.42,0.27,69.98,15,21,517,623,324,796,68,78033.85,78033.85,78033.85,234029.33,221168.33,-11031.91,103185.8,762.15,762.15,61.3,76019.22,67.07,70103.24,296,-9337.08,0.7
110_1100005_1641810452,2024-11-01,1146,31,20,282,561,554,21074,32569.6,72846.68,62800.36,10046.32,0.25,63.57,23,15,520,626,326,800,69,71500.68,71500.68,71500.68,194074.91,190674.09,-5512.33,88167.01,699,699,61.3,80577.25,70.76,77558.28,267,-6927.32,0.5
110_1100005_1641810452,2024-12-01,1159,31,22,268,559,553,21662,30532.8,86221.3,78358.91,7862.39,0.23,74.39,27,56,529,630,330,807,71,85387.85,85387.85,85387.85,226809.93,207610.44,-7210.08,104282.69,673.45,673.45,61.3,79613.99,69.31,66740.36,291,13374.62,1.1
110_1100006_1644006150,2023-01-01,158,30,2,38,74,72,2750,4350.8,2845.49,1450.23,1395.26,0.24,18.01,2,2,94,64,34,122,37,2714.34,2714.34,2714.34,20881.69,22835.26,-2661.16,5072.48,91.15,91.15,20.99,2845.49,18.01,0,0,0,0
110_1100006_1644006150,2023-02-01,157,30,2,34,78,78,3311,5484,1516.08,448.59,1067.49,0.22,9.66,1,1,94,63,34,121,36,1384.28,1384.28,1384.28,16338.56,16097.71,-1820.16,2261.32,91.8,91.8,20.99,2180.79,13.84,0,0,-1329.41,-0.6
110_1100006_1644006150,2023-03-01,158,30,2,33,81,80,4061,6023,4711.99,556.06,4155.93,0.21,29.82,1,4,96,62,34,122,36,4603.59,4603.59,4603.59,26354.76,26176.38,-2448.13,5877.08,108.4,108.4,20.99,3024.52,19.16,0,0,3195.91,0.6
110_1100006_1644006150,2023-04-01,174,29,2,41,79,79,3774,5334.8,5993.15,4999.49,993.66,0.24,34.44,19,4,104,70,38,134,38,5912.7,5912.7,5912.7,35988.62,35982.89,-1619.6,7910.44,80.45,80.45,20.99,4073.74,24.64,0,0,1281.16,10.1
110_1100006_1644006150,2023-05-01,171,29,2,31,65,64,2532,3828.8,1931.13,1057.5,873.63,0.18,11.29,1,1,102,69,38,131,37,1848.53,1848.53,1848.53,15353.28,15353.13,-1554.07,2778.06,82.6,82.6,20.99,4212.09,25.18,0,0,-4062.02,-1.7
110_1100006_1644006150,2023-06-01,172,29,2,34,80,79,4534,6260.1,3704,2472.28,1231.72,0.2,21.53,2,0,103,69,38,132,39,3614.5,3614.5,3614.5,25546.17,25520.27,-2612.2,4884.39,89.5,89.5,20.99,3876.09,22.42,0,0,1772.87,0.6
110_1100006_1644006150,2023-07-01,173,29,2,33,61,59,3394,4366,2964.17,1173.57,1790.6,0.19,17.13,1,0,104,69,38,133,39,2905.22,2905.22,2905.22,30719.91,30693.91,-2379.29,3942.3,58.95,58.95,20.99,2866.43,16.65,0,0,-739.83,0.6
110_1100006_1644006150,2023-08-01,175,29,2,28,64,59,2979,8805,2511.59,854.61,1656.98,0.16,14.35,2,6,105,70,38,135,39,2391.24,2391.24,2391.24,17118.11,17117.92,-3032.02,3225.77,80.35,80.35,20.99,3059.92,17.67,0,0,-452.58,1.2
110_1100006_1644006150,2023-09-01,174,30,2,32,69,69,2867,3997.9,2374.19,1637.65,736.54,0.18,13.64,5,5,104,70,36,136,38,2093.39,2093.39,2093.39,13596.25,13596.06,-1853.07,2465.85,80.8,80.8,20.99,2616.65,15.04,0,0,-137.4,-0.6
110_1100006_1644006150,2023-10-01,170,30,2,44,98,97,4531,6667.45,5520.76,4647.79,872.97,0.26,32.48,1,1,101,69,36,132,38,5153.61,5153.61,5153.61,35582.98,35568.3,-2451.94,6476.23,108.15,108.15,20.99,3468.85,20.16,0,0,3146.57,-2.3
110_1100006_1644006150,2023-11-01,174,30,2,41,78,78,3272,5130.1,7241.49,5532.05,1709.44,0.24,41.62,5,2,105,69,37,135,39,7048.14,7048.14,7048.14,27506.94,27506.99,-1058.93,7370.55,75.35,75.35,20.99,5045.48,29.25,0,0,1720.73,2.4
110_1100006_1644006150,2023-12-01,173,30,2,33,77,75,3839,5376.5,2952.73,1416.9,1535.83,0.19,17.07,1,4,103,70,37,134,39,2854.33,2854.33,2854.33,29733.56,29733.6,-4499.32,3461.29,78.4,78.4,20.99,5238.33,30.39,0,0,-4288.76,-0.6
110_1100006_1644006150,2024-01-01,173,30,2,42,81,79,3706,5231.3,3088.44,1019.98,2068.46,0.24,17.85,3,1,105,68,36,135,40,3000.24,3000.24,3000.24,23414.47,23383.2,-4887.77,3653.43,88.2,88.2,20.99,4427.55,25.51,2845.49,38,135.71,0
110_1100006_1644006150,2024-02-01,173,30,2,38,71,69,2807,4029.9,2961.15,1253.82,1707.33,0.22,17.12,1,0,105,68,36,135,40,2875.8,2875.8,2875.8,20645.92,20012.13,-617.46,3907.99,66.35,66.35,20.99,3000.77,17.35,1516.08,34,-127.29,0
110_1100006_1644006150,2024-03-01,175,30,2,41,92,92,4637,6224.8,3213.17,2161.48,1051.69,0.23,18.36,2,3,107,68,36,137,40,3112.87,3112.87,3112.87,30262.51,30220.36,-2361.57,4145.61,100.3,100.3,20.99,3087.59,17.78,4711.99,33,252.02,1.2
110_1100006_1644006150,2024-04-01,198,30,2,44,108,106,4128,6762,2856.43,1624.83,1231.6,0.22,14.43,26,10,120,78,42,154,40,2731.13,2731.13,2731.13,26063.06,25737.46,-5742.83,3866.58,125.3,125.3,20.99,3010.25,16.64,5993.15,41,-356.74,13.1
110_1100006_1644006150,2024-05-01,189,30,2,44,100,97,4010,5364.3,2771.21,1812.32,958.89,0.23,14.66,1,6,117,72,39,148,40,2658.06,2658.06,2658.06,26443.9,26392.56,-975.32,3337.07,113.15,113.15,20.99,2946.94,15.82,1931.13,31,-85.22,-4.5
110_1100006_1644006150,2024-06-01,184,30,2,35,79,78,3243,4542.93,3296.05,2416.26,879.79,0.19,17.91,0,1,115,69,39,143,40,3193.9,3193.9,3193.9,21953.86,21767.06,-3863.3,3988.76,82.15,82.15,20.99,2974.56,15.67,3704,34,524.84,-2.6
110_1100006_1644006150,2024-07-01,183,30,2,37,84,81,4337,6589.6,5370.93,4334.47,1036.46,0.2,29.35,0,1,114,69,39,142,40,5275.68,5275.68,5275.68,32715.6,32603.03,-3487.23,6349.79,95.25,95.25,20.99,3812.73,20.64,2964.17,33,2074.88,-0.5
110_1100006_1644006150,2024-08-01,187,30,2,41,80,80,3498,4881.9,3019.5,2191,828.5,0.22,16.15,5,2,117,70,42,143,40,2948.05,2948.05,2948.05,27271.1,27239.21,-4724.1,3362.05,71.45,71.45,20.99,3895.49,21.14,2511.59,28,-2351.43,2.2
110_1100006_1644006150,2024-09-01,186,30,3,47,101,99,4747,6949.2,3113.26,2153.04,960.22,0.25,16.74,1,6,116,70,42,141,40,2893.56,2893.56,2893.56,22809.6,22496.43,-2677.71,3539.79,101.7,101.7,20.99,3834.56,20.75,2374.19,32,93.76,-0.5
110_1100006_1644006150,2024-10-01,181,30,2,52,123,123,5187,7895.08,6122.18,5133.26,988.92,0.29,33.82,1,3,114,67,40,139,39,5699.93,5699.93,5699.93,36911.02,36961.54,-3577.93,6772.05,147.25,147.25,20.99,4084.98,22.24,5520.76,44,3008.92,-2.7
110_1100006_1644006150,2024-11-01,179,30,2,44,95,94,4338,6201.36,3905.93,2808.55,1097.38,0.25,21.82,1,0,112,67,40,137,38,3688.03,3688.03,3688.03,23575.44,23641.68,-2097.02,4436.24,98.9,98.9,20.99,4380.46,24.13,7241.49,41,-2216.25,-1.1
110_1100006_1644006150,2024-12-01,180,30,2,38,80,79,3090,4766,4414.57,3733.44,681.13,0.21,24.53,1,2,113,67,39,139,39,4330.67,4330.67,4330.67,22236.56,22073.83,712.76,5050.83,64.9,64.9,20.99,4814.23,26.72,2952.73,33,508.64,0.6
110_1100006_1644006151,2023-01-01,60,31,2,12,19,19,795,779.5,2309.79,1219.67,1090.12,0.2,38.5,0,0,39,21,18,40,22,2292.19,2292.19,2292.19,4607.3,28213.2,38.57,21710.05,17.6,17.6,76.11,2309.79,38.5,0,0,0,0
110_1100006_1644006151,2023-02-01,60,31,2,12,28,28,1082,1691,2703.5,1416.59,1286.91,0.2,45.06,0,0,39,21,18,40,22,2667.05,2667.05,2667.05,5890.11,29292.5,201.81,22151.58,36.45,36.45,76.11,2506.65,41.78,0,0,393.71,0
110_1100006_1644006151,2023-03-01,60,31,2,11,24,23,1157,1370.5,2057.5,1787.28,270.22,0.18,34.29,0,1,39,21,18,40,22,2028,2028,2028,5595.73,28777.44,187.52,21584.32,29.5,29.5,76.11,2356.93,39.28,0,0,-646,0
110_1100006_1644006151,2023-04-01,65,32,2,8,20,19,456,576.5,478.25,296.05,182.2,0.12,7.36,6,1,43,22,18,45,25,452.25,452.25,452.25,3154.76,3469.51,226,577.7,26,26,76.11,1746.42,28.9,0,0,-1579.25,8.3
110_1100006_1644006151,2023-05-01,65,31,2,8,17,15,824,882,1321.29,1051.36,269.93,0.12,20.33,1,1,43,22,18,45,26,1305.29,1305.29,1305.29,2675.77,3352.39,237.12,1612.5,16,16,76.11,1285.68,20.66,0,0,843.04,0
110_1100006_1644006151,2023-06-01,69,30,2,11,23,22,1434,1874.2,563.14,381.02,182.12,0.16,8.16,5,1,45,24,21,46,27,539.89,539.89,539.89,5965.69,5923.12,121.12,862.25,23.25,23.25,76.11,787.56,11.95,0,0,-758.15,6.2
110_1100006_1644006151,2023-07-01,68,30,2,10,16,15,783,1095.2,1972.65,1454.6,518.05,0.15,29.01,0,0,44,24,21,45,26,1957.8,1957.8,1957.8,4907.6,4865.06,0.12,2584.55,14.85,14.85,76.11,1285.69,19.17,0,0,1409.51,-1.4
110_1100006_1644006151,2023-08-01,72,30,2,15,30,29,1454,1808,2470.06,1870.62,599.44,0.21,34.31,4,1,47,25,22,48,27,2437.26,2437.26,2437.26,6435.95,6694.3,367.92,2596.49,32.8,32.8,76.11,1668.62,23.83,0,0,497.41,5.9
110_1100006_1644006151,2023-09-01,72,29,1,10,21,20,819,971.3,1508.07,1208.6,299.47,0.14,20.95,1,0,46,26,22,49,27,1446.87,1446.87,1446.87,6372.14,6879.46,181.5,1658.42,21.2,21.2,76.11,1983.59,28.09,0,0,-961.99,0
110_1100006_1644006151,2023-10-01,77,29,1,11,29,29,1138,1316,7404.24,4427.49,2976.75,0.14,96.16,5,6,49,28,24,52,27,7372.94,7372.94,7372.94,16368.78,16368.72,185.98,8697.57,31.3,31.3,76.11,3794.12,50.47,0,0,5896.17,6.9
110_1100006_1644006151,2023-11-01,71,30,1,12,22,22,1042,1087.6,13856.11,13431.32,424.79,0.17,195.16,0,2,45,26,22,48,27,13758.51,13758.51,13758.51,25696.41,20901.16,174.6,15373.82,17.6,17.6,76.11,7589.47,104.09,0,0,6451.87,-7.8
110_1100006_1644006151,2023-12-01,70,30,1,12,21,20,845,907,13262.15,12800.78,461.37,0.17,189.46,1,0,45,25,22,47,25,13242.3,13242.3,13242.3,28008.39,22495.96,213.16,15043.13,19.85,19.85,76.11,11507.5,160.26,0,0,-593.96,-1.4
110_1100006_1644006151,2024-01-01,70,30,1,18,28,27,852,1448,12221.18,8797.94,3423.24,0.26,174.59,0,0,45,25,21,48,25,12191.68,12191.68,12191.68,19908.59,20660.67,348.65,15376.79,29.5,29.5,76.11,13113.15,186.4,2309.79,12,-1040.97,0
110_1100006_1644006151,2024-02-01,70,30,1,8,17,16,975,997,633.21,386.74,246.47,0.11,9.05,0,0,45,25,21,48,25,623.11,623.11,623.11,11020.55,11046.88,151,790.58,10.1,10.1,76.11,8705.51,124.37,2703.5,12,-11587.97,0
110_1100006_1644006151,2024-03-01,71,30,1,7,14,14,509,4561,851.71,633.59,218.12,0.1,12,1,5,45,26,21,49,26,836.66,836.66,836.66,1708.13,2666.49,218,963.27,15.05,15.05,76.11,4568.7,65.21,2057.5,11,218.5,1.4
110_1100006_1644006151,2024-04-01,78,29,1,12,42,41,1715,2171,12719.58,12192.69,526.89,0.15,163.07,12,10,47,31,24,53,27,12620.98,12620.98,12620.98,20624.25,20978.56,472.39,14290.96,38.6,38.6,76.11,4734.83,61.37,478.25,8,11867.87,9.9
110_1100006_1644006151,2024-05-01,68,30,1,10,28,28,1390,2059.6,7163.35,6478.99,684.36,0.15,105.34,0,0,41,27,19,48,26,7128.35,7128.35,7128.35,21259.82,22318.53,-40.68,9069.32,35,35,76.11,6911.55,93.47,1321.29,8,-5556.23,-12.8
110_1100006_1644006151,2024-06-01,69,29,1,9,18,15,738,917,12199.5,11881.8,317.7,0.13,176.8,0,2,41,28,20,48,26,12181,12181,12181,18529.21,19375.85,111,14927.72,18.5,18.5,76.11,10694.14,148.4,563.14,11,5036.15,1.5
110_1100006_1644006151,2024-07-01,67,28,1,9,26,26,912,1914,6706.42,6387.05,319.37,0.13,100.1,0,0,40,27,20,46,25,6680.42,6680.42,6680.42,19318.37,19329.99,208.45,8439.86,26,26,76.11,8689.76,127.41,1972.65,10,-5493.08,-2.9
110_1100006_1644006151,2024-08-01,72,28,1,7,18,17,562,743.35,6536.07,6344.76,191.31,0.1,90.78,5,1,43,29,23,48,25,6517.47,6517.47,6517.47,11632.01,11882.57,169.45,8112.65,18.6,18.6,76.11,8480.66,122.56,2470.06,15,-170.35,7.5
110_1100006_1644006151,2024-09-01,75,28,1,10,24,23,1101,1721.8,7012.15,6633.46,378.69,0.13,93.5,4,1,44,31,25,49,25,6927.85,6927.85,6927.85,12921.78,13425.41,277.69,8653.66,25.3,25.3,76.11,6751.55,94.79,1508.07,10,476.08,4.2
110_1100006_1644006151,2024-10-01,74,28,1,10,17,17,760,823,6825.61,6407.18,418.43,0.14,92.24,0,0,43,31,25,48,25,6807.66,6807.66,6807.66,17921.43,18562.69,160.86,8506.31,17.95,17.95,76.11,6791.28,92.17,7404.24,11,-186.54,-1.3
110_1100006_1644006151,2024-11-01,74,28,1,8,15,15,652,753.8,6622.97,6440.84,182.13,0.11,89.5,0,1,43,31,25,48,25,6547.17,6547.17,6547.17,12721.31,12640.02,105.99,7997.94,16.8,16.8,76.11,6820.24,91.75,13856.11,12,-202.64,0
110_1100006_1644006151,2024-12-01,74,27,0,7,11,11,141,440,60.26,9.65,50.61,0.09,0.81,1,0,43,31,25,49,24,42.26,42.26,42.26,875.6,875.63,132.47,113.95,18,18,76.11,4502.95,60.85,13262.15,12,-6562.71,0
110_1100007_1644006152,2023-01-01,71,36,0,21,43,43,2190,2746,3461.2,504.23,2956.97,0.3,48.75,0,0,43,28,7,64,36,3419.15,3419.15,3419.15,12134.23,11871.46,215.37,3857.81,42.05,42.05,35.31,3461.2,48.75,0,0,0,0
110_1100007_1644006152,2023-02-01,71,36,1,21,32,32,1364,1627,3282.81,343.7,2939.11,0.3,46.24,0,2,43,28,7,63,36,3243.96,3243.96,3243.96,7237.55,7460.03,-0.9,3885.24,38.85,38.85,35.31,3372.01,47.5,0,0,-178.39,0
110_1100007_1644006152,2023-03-01,69,36,1,19,42,40,2300,2936.2,6395.04,5244.52,1150.52,0.28,92.68,0,5,42,27,7,61,34,6346.99,6346.99,6346.99,13981.35,14455.81,282.63,7014.91,48.05,48.05,35.31,4379.68,62.56,0,0,3112.23,-2.8
110_1100007_1644006152,2023-04-01,85,34,1,17,41,41,1897,2341.5,540.51,134.79,405.72,0.2,6.36,21,1,52,33,13,71,34,492.46,492.46,492.46,8414.99,7864.24,-646.63,857.43,48.05,48.05,35.31,3406.12,48.43,0,0,-5854.53,23.2
